1,4.13,4.37,77.15,0.22
2,2.07,3.70,39.87,0.28
3,1.52,7.40,68.01,0.39
4,3.06,4.67,60.32,0.65
0,1.04,6.23,39.66,0.58
1,4.54,4.27,74.50,0.14
2,1.49,3.90,39.19,0.24
3,1.17,7.23,70.95,0.35
4,2.93,4.79,64.09,0.72
0,1.13,6.26,42.83,0.66
1,4.55,4.22,74.72,0.17
2,1.91,3.72,36.83,0.15
3,1.00,7.29,74.45,0.42
4,3.55,4.93,62.01,0.63
0,1.00,6.23,46.64,0.70
1,5.00,4.11,71.57,0.18
2,2.49,3.74,40.29,0.09
3,1.00,7.44,71.92,0.48
4,4.39,4.78,61.24,0.53
0,1.83,6.36,44.37,0.62
1,4.10,4.27,69.50,0.25
2,1.65,3.64,35.75,0.00
3,1.33,7.32,70.41,0.49
4,4.83,4.78,61.13,0.48
0,1.88,6.41,40.95,0.65
1,3.77,4.21,74.00,0.33
2,2.54,3.69,39.14,0.00
3,1.82,7.37,70.92,0.43
4,4.13,4.77,63.40,0.46
0,2.27,6.33,38.75,0.59
1,3.06,4.37,73.94,0.36
2,2.74,3.63,39.75,0.00
3,2.74,7.40,70.72,0.50
4,4.15,4.96,63.32,0.44
0,1.73,6.37,39.65,0.68
1,3.58,4.20,77.67,0.31
2,3.11,3.78,44.24,0.06
3,2.62,7.57,74.80,0.42
4,4.59,4.83,63.37,0.37
0,2.37,6.39,42.91,0.63
1,3.12,4.20,80.62,0.36
2,3.39,3.96,46.88,0.00
3,3.07,7.47,70.80,0.33
4,5.00,4.71,67.10,0.41
0,1.80,6.26,41.68,0.66
1,3.21,4.01,80.50,0.26
2,2.93,3.88,44.44,0.00
3,2.25,7.47,75.22,0.25
4,4.46,4.59,62.63,0.32
0,1.95,6.15,42.29,0.74
1,3.88,3.91,78.78,0.17
2,2.87,3.99,44.43,0.01
3,3.23,7.29,72.49,0.24
4,3.85,4.73,67.42,0.31
0,1.17,5.97,47.24,0.78
1,4.61,3.90,75.66,0.16
2,2.66,4.14,47.90,0.06
3,3.10,7.25,70.24,0.33
4,4.29,4.88,65.77,0.37
0,1.96,6.01,45.35,0.74
1,4.01,3.83,80.49,0.17
2,3.04,4.11,44.87,0.01
3,3.82,7.11,71.16,0.41
4,3.61,5.01,60.90,0.30
0,2.84,6.08,43.79,0.68
1,4.05,3.67,84.37,0.12
2,3.04,3.95,43.95,0.06
3,4.33,7.28,70.49,0.42
4,2.99,4.92,63.86,0.36
0,2.32,6.23,44.11,0.59
1,3.94,3.58,82.82,0.13
2,3.66,3.83,39.66,0.04
3,3.67,7.12,69.31,0.50
4,2.43,4.84,64.63,0.26
0,2.74,6.26,45.74,0.52
1,3.41,3.74,82.49,0.05
2,2.91,3.75,42.35,0.10
3,3.51,7.30,72.45,0.51
4,3.13,4.83,66.84,0.21
0,2.68,6.10,48.45,0.58
1,2.88,3.75,87.41,0.00
2,2.22,3.74,45.23,0.06
3,3.87,7.21,74.11,0.61
4,3.33,4.88,70.23,0.30
0,2.14,6.26,49.37,0.59
1,2.93,3.87,85.05,0.10
2,2.98,3.72,44.57,0.11
3,3.02,7.24,78.06,0.57
4,2.72,4.83,74.25,0.36
0,1.59,6.34,52.16,0.60
1,3.21,3.74,87.16,0.03
2,2.52,3.82,43.16,0.12
3,3.25,7.34,73.45,0.65
4,3.24,4.73,70.19,0.40
0,1.70,6.41,53.84,0.56
1,2.78,3.57,91.22,0.00
2,2.33,3.67,40.06,0.18
3,3.48,7.19,71.55,0.68
4,2.34,4.65,69.35,0.33
0,1.57,6.33,49.51,0.57
1,2.43,3.65,89.96,0.03
2,2.33,3.61,44.01,0.10
3,4.45,7.26,68.06,0.66
4,3.23,4.66,69.95,0.39
0,1.25,6.50,46.94,0.50
1,1.80,3.84,94.23,0.09
2,1.71,3.81,46.44,0.01
3,5.00,7.20,66.07,0.59
4,2.77,4.59,67.81,0.30
0,1.48,6.61,43.45,0.54
1,1.00,3.66,97.40,0.07
2,1.72,3.91,43.06,0.09
3,5.00,7.24,63.69,0.67
4,3.46,4.74,70.54,0.23
0,1.10,6.67,47.17,0.47
1,1.00,3.51,102.00,0.00
2,1.00,4.03,43.53,0.01
3,4.34,7.06,67.26,0.63
4,4.20,4.77,69.96,0.22
0,1.72,6.56,46.29,0.52
1,1.00,3.46,102.38,0.02
2,1.00,3.98,42.02,0.00
3,3.71,6.93,68.99,0.62
4,5.00,4.72,74.40,0.22
0,1.66,6.41,44.47,0.53
1,1.49,3.51,98.40,0.00
2,1.00,4.03,46.96,0.08
3,2.73,6.87,64.97,0.54
4,5.00,4.79,70.04,0.20
0,1.67,6.48,47.46,0.60
1,1.00,3.49,95.05,0.05
2,1.00,3.85,49.28,0.01
3,2.86,7.06,64.68,0.59
4,5.00,4.75,70.34,0.27
0,2.32,6.32,44.47,0.62
1,1.00,3.43,95.96,0.03
2,1.32,3.80,49.94,0.02
3,2.53,6.98,67.62,0.58
4,4.36,4.73,70.21,0.25
0,2.79,6.19,45.59,0.57
1,1.98,3.37,92.64,0.00
2,2.09,3.97,45.56,0.11
3,2.97,6.92,65.62,0.54
4,4.85,4.83,74.29,0.19
0,2.69,6.32,47.53,0.63
1,2.03,3.48,91.47,0.00
2,2.02,3.96,45.31,0.13
3,3.11,7.00,68.02,0.62
4,5.00,4.69,70.69,0.22
0,3.33,6.43,44.73,0.72
1,2.93,3.44,92.81,0.03
2,1.73,4.15,47.20,0.16
3,2.19,7.02,70.79,0.54
4,5.00,4.87,70.36,0.28
0,4.07,6.42,46.39,0.72
1,2.09,3.43,88.18,0.04
2,1.26,4.03,51.26,0.14
3,2.83,6.99,73.96,0.60
4,5.00,4.91,69.93,0.28
0,3.81,6.40,43.82,0.64
1,2.85,3.53,91.05,0.13
2,1.16,4.21,55.82,0.10
3,2.50,7.05,78.72,0.62
4,5.00,5.02,73.81,0.34
0,3.05,6.31,38.92,0.72
1,3.66,3.57,95.32,0.13
2,1.00,4.02,52.04,0.09
3,1.60,7.00,82.31,0.60
4,5.00,4.98,77.44,0.39
0,3.26,6.20,36.37,0.82
1,3.92,3.76,96.73,0.21
2,1.25,3.98,52.23,0.10
3,1.55,6.89,77.64,0.61
4,4.04,4.82,75.50,0.43
0,4.25,6.11,39.17,0.88
1,3.06,3.71,92.22,0.14
2,1.69,4.01,47.44,0.18
3,1.05,6.83,74.85,0.71
4,3.69,4.87,80.45,0.38
0,3.94,6.28,36.26,0.96
1,3.00,3.82,95.73,0.21
2,1.82,3.94,50.36,0.24
3,1.47,6.98,76.04,0.76
4,3.74,4.78,84.16,0.32
0,4.21,6.09,31.35,1.00
1,2.19,3.71,96.46,0.16
2,2.65,3.86,48.87,0.28
3,1.00,7.09,72.29,0.67
4,3.01,4.62,83.96,0.23
0,3.72,5.94,30.12,0.92
1,1.43,3.54,101.01,0.11
2,3.17,3.85,51.77,0.36
3,1.00,6.98,70.79,0.77
4,2.28,4.52,83.06,0.25
0,4.47,6.06,30.34,0.93
1,1.63,3.37,97.35,0.17
2,3.49,3.81,52.59,0.30
3,1.00,7.07,73.98,0.71
4,2.18,4.45,79.37,0.31
0,4.52,5.89,30.05,1.00
1,1.98,3.24,101.49,0.27
2,4.33,3.84,55.99,0.31
3,1.86,6.90,78.87,0.67
4,2.21,4.64,74.52,0.25
0,4.00,5.85,31.02,0.95
1,1.71,3.21,99.61,0.18
2,3.48,3.72,54.15,0.37
3,1.19,7.02,83.40,0.65
4,2.99,4.47,77.57,0.18
0,4.89,5.79,33.98,1.00
1,1.00,3.35,101.93,0.26
2,4.24,3.86,53.54,0.34
3,1.00,6.86,88.04,0.60
4,2.06,4.48,82.17,0.26
0,5.00,5.73,31.52,1.00
1,1.63,3.54,101.82,0.26
2,3.48,3.87,51.28,0.29
3,1.00,7.03,86.13,0.53
4,2.66,4.67,77.42,0.17
0,4.60,5.66,28.77,0.99
1,1.41,3.35,99.86,0.32
2,3.95,3.92,50.80,0.30
3,1.00,7.12,86.66,0.43
4,1.72,4.81,75.79,0.27
0,4.51,5.77,30.07,1.00
1,1.89,3.52,102.59,0.24
2,4.41,4.07,48.28,0.29
3,1.00,7.31,87.14,0.44
4,1.00,4.83,77.24,0.26
0,4.24,5.88,29.46,1.00
1,1.91,3.45,100.97,0.23
2,4.31,4.05,45.68,0.37
3,1.19,7.44,88.71,0.42
4,1.03,4.70,72.38,0.33
0,4.24,5.73,25.17,1.00
1,2.39,3.34,96.73,0.13
2,5.00,4.22,43.78,0.34
3,1.33,7.39,89.53,0.35
4,1.00,4.83,71.63,0.29
0,5.00,5.56,24.82,1.00
1,2.06,3.29,99.97,0.20
2,5.00,4.34,46.29,0.34
3,1.43,7.56,84.69,0.45
4,1.03,4.92,74.18,0.31
0,4.56,5.45,21.98,1.00
1,2.91,3.30,96.53,0.25
2,4.49,4.42,49.13,0.37
3,1.81,7.76,86.14,0.46
4,1.17,4.88,70.76,0.31
0,4.20,5.47,24.75,0.98
1,3.74,3.33,97.22,0.27
2,3.68,4.38,52.64,0.33
3,1.69,7.69,85.31,0.41
4,1.00,4.72,73.26,0.32
0,4.17,5.53,27.74,1.00
1,4.28,3.30,93.08,0.26
2,3.95,4.43,49.29,0.36
3,1.33,7.54,80.89,0.44
4,1.00,4.69,72.77,0.31
0,4.51,5.50,22.95,1.00
1,4.96,3.27,91.07,0.19
2,4.21,4.55,45.54,0.28
3,1.99,7.50,75.90,0.39
4,1.30,4.59,74.81,0.33
0,3.59,5.55,26.24,1.00
1,4.20,3.36,88.22,0.16
2,4.84,4.59,41.62,0.31
3,1.27,7.61,77.30,0.42
4,1.09,4.76,70.05,0.27
0,3.74,5.50,24.06,1.00
1,4.42,3.34,84.28,0.08
2,4.81,4.63,43.93,0.41
3,2.16,7.67,74.20,0.36
4,1.15,4.93,66.36,0.21
0,3.21,5.46,27.67,0.95
1,3.87,3.23,79.76,0.13
2,3.86,4.72,43.55,0.33
3,1.40,7.57,73.91,0.45
4,1.21,5.11,65.40,0.16
0,3.98,5.32,29.19,0.88
1,3.37,3.04,75.68,0.07
2,2.86,4.87,41.78,0.37
3,2.27,7.43,78.13,0.47
4,1.71,5.05,65.53,0.22
0,4.10,5.28,25.89,0.97
1,4.29,3.20,80.33,0.06
2,2.52,4.90,37.56,0.39
3,1.63,7.29,76.69,0.39
4,1.35,5.16,68.98,0.22
0,4.77,5.46,26.22,0.97
1,4.44,3.39,81.71,0.04
2,2.91,5.09,36.95,0.40
3,1.34,7.39,79.59,0.35
4,1.00,5.12,65.42,0.19
0,5.00,5.56,29.35,0.97
1,4.75,3.26,84.02,0.03
2,2.64,5.11,41.85,0.42
3,1.00,7.41,80.91,0.41
4,1.00,4.93,68.40,0.17
0,4.90,5.58,32.55,1.00
1,4.49,3.30,81.22,0.01
2,2.03,5.19,37.84,0.34
3,1.00,7.41,83.23,0.43
4,1.70,4.91,65.35,0.09
0,4.82,5.46,36.55,1.00
1,4.02,3.45,79.51,0.04
2,1.76,5.06,35.45,0.30
3,1.03,7.40,83.19,0.49
4,2.33,5.04,68.45,0.08
0,4.25,5.66,33.21,0.97
1,3.71,3.56,82.12,0.00
2,1.84,5.16,37.95,0.20
3,1.38,7.31,86.44,0.50
4,2.38,5.12,67.50,0.18
0,4.21,5.75,29.15,1.00
1,3.08,3.41,84.70,0.05
2,1.52,5.33,41.15,0.25
3,1.00,7.18,86.64,0.60
4,3.35,5.26,70.99,0.26
0,4.10,5.62,24.40,0.93
1,3.00,3.48,79.94,0.11
2,2.18,5.37,38.27,0.27
3,1.00,7.00,84.94,0.60
4,2.90,5.21,66.98,0.25
0,3.33,5.81,24.44,0.99
1,3.18,3.57,80.55,0.15
2,3.05,5.46,41.57,0.24
3,1.00,7.04,81.25,0.56
4,3.57,5.02,67.50,0.16
0,2.81,5.79,21.64,0.96
1,3.28,3.65,77.93,0.13
2,2.77,5.58,45.93,0.23
3,1.00,7.00,81.62,0.63
4,4.05,5.12,67.46,0.12
0,3.45,5.79,21.46,0.95
1,2.32,3.45,74.03,0.15
2,2.98,5.72,43.46,0.14
3,1.66,6.81,77.19,0.55
4,3.89,5.18,67.96,0.05
0,2.99,5.82,23.32,0.97
1,1.47,3.52,75.58,0.24
2,2.36,5.91,45.21,0.06
3,1.31,6.63,75.43,0.60
4,2.91,5.07,65.72,0.14
0,3.41,5.92,25.23,0.98
1,1.94,3.43,79.10,0.19
2,2.64,5.87,48.67,0.09
3,2.25,6.75,76.59,0.52
4,2.24,4.98,62.45,0.22
0,4.27,5.97,28.77,0.98
1,2.12,3.54,79.36,0.27
2,1.69,6.04,46.90,0.17
3,2.63,6.67,76.86,0.62
4,2.20,5.13,60.87,0.26
0,3.36,5.85,32.16,0.98
1,2.22,3.44,77.76,0.27
2,1.00,6.07,46.12,0.18
3,2.33,6.82,74.77,0.67
4,1.35,4.96,59.58,0.32
0,2.40,6.00,36.71,1.00
1,2.53,3.39,80.85,0.32
2,1.21,6.18,45.26,0.12
3,2.33,6.84,72.06,0.75
4,2.06,4.93,60.67,0.22
0,1.61,6.02,38.15,1.00
1,2.30,3.50,84.92,0.38
2,1.48,6.23,48.44,0.13
3,1.86,6.69,76.38,0.84
4,2.81,4.78,56.92,0.26
0,1.16,6.00,37.08,1.00
1,2.75,3.66,84.64,0.38
2,1.95,6.23,48.49,0.14
3,1.23,6.55,80.75,0.94
4,2.09,4.94,54.21,0.24
0,1.41,6.14,32.44,0.95
1,2.68,3.85,89.54,0.34
2,2.21,6.14,47.66,0.06
3,1.00,6.44,84.62,0.84
4,1.65,4.92,56.45,0.31
0,1.40,6.06,32.66,0.94
1,1.79,3.83,89.43,0.31
2,1.28,6.00,44.26,0.03
3,1.63,6.33,81.75,0.93
4,2.27,5.04,60.49,0.31
0,1.08,6.09,29.47,1.00
1,1.33,3.87,85.45,0.32
2,1.61,6.11,40.06,0.07
3,1.54,6.40,85.67,1.00
4,3.19,5.06,59.99,0.32
0,1.00,6.26,32.79,1.00
1,1.42,4.02,83.05,0.39
2,2.31,6.02,38.57,0.12
3,1.29,6.41,86.26,0.91
4,3.45,4.88,62.45,0.36
0,1.03,6.23,27.86,1.00
1,1.77,4.04,79.29,0.40
2,1.42,5.86,40.70,0.06
3,1.94,6.37,84.88,0.85
4,4.32,4.81,61.65,0.39
0,1.31,6.27,25.21,1.00
1,2.26,4.00,81.13,0.40
2,1.00,5.85,40.66,0.04
3,2.94,6.56,87.74,0.79
4,3.88,4.70,64.25,0.48
0,2.07,6.47,20.78,0.93
1,2.67,4.10,76.31,0.38
2,1.23,5.76,42.03,0.10
3,3.90,6.44,89.40,0.84
4,4.31,4.63,65.97,0.47
0,3.07,6.60,22.95,0.86
1,3.25,4.13,79.52,0.43
2,1.73,5.91,39.12,0.04
3,4.65,6.39,91.12,0.75
4,4.25,4.81,66.14,0.57
0,2.39,6.71,19.38,0.84
1,4.09,4.04,77.20,0.40
2,2.37,5.75,41.62,0.09
3,5.00,6.59,94.08,0.85
4,4.08,4.71,64.64,0.49
0,2.79,6.64,16.91,0.89
1,3.27,4.11,78.12,0.34
2,2.79,5.82,44.45,0.15
3,5.00,6.59,98.07,0.81
4,3.24,4.89,67.91,0.57
0,3.46,6.59,11.93,0.96
1,2.97,4.18,81.71,0.26
2,3.68,5.74,40.98,0.13
3,4.39,6.71,101.55,0.88
4,4.19,5.01,63.70,0.54
0,4.40,6.68,11.49,0.89
1,2.80,4.01,83.32,0.35
2,4.38,5.84,43.82,0.15
3,3.68,6.73,103.43,0.93
4,3.36,5.15,67.43,0.45
0,3.53,6.57,11.98,0.86
1,3.05,4.12,80.80,0.42
2,3.50,5.78,39.98,0.13
3,3.15,6.65,102.50,0.91
4,3.23,5.30,67.97,0.47
0,2.78,6.77,13.04,0.76
1,2.61,4.25,78.11,0.44
2,2.82,5.86,42.20,0.12
3,3.33,6.85,103.25,0.93
4,3.34,5.48,68.68,0.44
0,2.77,6.81,11.09,0.67
1,2.14,4.20,81.92,0.51
2,2.12,5.68,38.41,0.03
3,2.79,6.69,100.47,0.94
4,2.96,5.51,68.03,0.51
0,2.17,6.85,14.04,0.65
1,3.00,4.32,79.65,0.59
2,1.82,5.61,37.63,0.05
3,3.63,6.68,103.14,1.00
4,2.54,5.70,67.06,0.57
0,2.99,6.87,14.83,0.65
1,3.69,4.25,81.06,0.50
2,1.32,5.61,36.52,0.09
3,2.78,6.84,105.69,1.00
4,2.30,5.54,64.73,0.51
0,2.60,6.85,17.68,0.61
1,4.38,4.40,79.46,0.55
2,2.24,5.67,38.36,0.13
3,2.63,6.99,110.51,1.00
4,2.88,5.69,62.15,0.45
0,2.13,7.03,21.05,0.67
1,4.90,4.49,83.47,0.48
2,2.40,5.79,42.57,0.22
3,2.20,7.17,108.54,0.92
4,2.20,5.75,61.13,0.43
0,2.08,6.98,18.72,0.57
1,4.84,4.35,81.17,0.46
2,3.21,5.90,38.38,0.24
3,1.87,6.98,107.81,1.00
4,2.70,5.83,60.27,0.37
0,1.75,7.03,17.06,0.56
1,5.00,4.17,79.20,0.51
2,3.57,5.78,35.97,0.32
3,1.90,7.06,107.61,0.95
4,2.44,5.64,63.80,0.33
0,1.46,7.08,20.64,0.62
1,4.05,4.29,76.73,0.48
2,3.99,5.72,36.12,0.22
3,1.99,7.02,108.70,0.91
4,1.45,5.71,62.01,0.23
0,1.39,7.07,20.29,0.56
1,4.63,4.31,72.91,0.50
2,4.04,5.71,40.33,0.30
3,1.79,6.86,104.38,1.00
4,1.07,5.64,66.71,0.32
0,1.00,7.03,17.39,0.55
1,4.51,4.19,72.06,0.42
2,4.15,5.68,38.96,0.35
3,1.47,6.76,108.47,1.00
4,1.44,5.51,63.56,0.36
0,1.78,6.89,18.54,0.52
1,4.90,4.13,72.12,0.48
2,5.00,5.80,36.69,0.40
3,1.00,6.62,110.51,0.91
4,2.30,5.45,61.14,0.40
0,2.66,7.06,14.39,0.44
1,4.75,4.26,73.96,0.39
2,4.23,5.63,40.04,0.34
3,1.24,6.48,109.80,0.84
4,1.98,5.40,65.14,0.33
0,3.44,6.89,11.52,0.54
1,4.00,4.26,77.89,0.41
2,4.46,5.53,41.45,0.34
3,1.46,6.57,111.54,0.87
4,2.58,5.32,62.24,0.29
0,3.51,6.84,12.87,0.45
1,3.57,4.41,78.30,0.33
2,4.25,5.41,40.47,0.32
3,2.17,6.47,115.68,0.78
4,2.71,5.35,62.63,0.38
0,3.05,7.00,8.30,0.43
1,4.18,4.25,76.25,0.42
2,4.31,5.59,35.88,0.29
3,2.95,6.46,117.67,0.80
4,2.38,5.36,60.33,0.42
0,3.86,6.88,6.90,0.43
1,4.45,4.31,72.97,0.51
2,3.52,5.40,31.43,0.23
3,3.25,6.54,121.52,0.88
4,1.45,5.54,63.20,0.38
0,4.86,7.06,6.09,0.41
1,3.60,4.42,77.86,0.60
2,3.83,5.35,30.79,0.32
3,2.55,6.40,120.71,0.89
4,2.12,5.63,62.72,0.28
0,4.14,7.01,9.26,0.47
1,4.14,4.46,77.52,0.51
2,2.93,5.50,28.29,0.29
3,2.61,6.58,121.41,0.95
4,2.12,5.73,63.26,0.26
0,3.62,6.83,5.00,0.39
1,4.59,4.50,81.57,0.60
2,2.55,5.37,32.78,0.35
3,2.19,6.43,122.60,0.89
4,2.70,5.84,61.97,0.35
0,3.77,6.96,5.00,0.48
1,5.00,4.55,80.00,0.59
2,2.33,5.47,28.62,0.40
3,2.09,6.30,127.02,0.91
4,3.39,6.03,59.81,0.31
0,3.90,6.94,9.93,0.53
1,4.03,4.52,81.99,0.49
2,3.11,5.59,25.16,0.33
3,2.02,6.23,130.85,0.94
4,2.56,5.92,57.83,0.29
0,3.04,6.89,8.81,0.54
1,4.28,4.70,80.21,0.48
2,3.75,5.44,29.86,0.24
3,1.19,6.37,134.37,0.99
4,2.08,6.01,53.01,0.28
0,3.61,7.05,13.57,0.59
1,3.47,4.90,82.93,0.38
2,4.71,5.26,31.69,0.24
3,2.11,6.23,136.70,0.93
4,1.54,5.90,51.67,0.27
0,3.77,7.19,12.19,0.58
1,3.36,4.84,81.41,0.40
2,5.00,5.40,30.45,0.20
3,1.47,6.11,135.43,0.84
4,1.30,5.85,51.33,0.26
0,4.60,7.20,10.16,0.66
1,3.85,4.67,84.80,0.32
2,4.29,5.57,32.27,0.25
3,1.00,6.06,139.95,0.82
4,1.00,5.93,55.79,0.19
0,3.68,7.33,13.67,0.74
1,4.20,4.82,82.82,0.34
2,3.99,5.69,27.30,0.27
3,1.00,6.02,139.13,0.88
4,1.00,5.76,59.72,0.24
0,3.70,7.49,10.68,0.75
1,3.49,4.77,77.93,0.43
2,3.74,5.83,24.02,0.24
3,1.99,6.01,143.97,0.93
4,1.90,5.85,63.25,0.33
0,4.52,7.67,11.70,0.77
1,4.34,4.76,82.62,0.44
2,4.27,5.69,28.94,0.32
3,1.41,6.18,140.93,0.85
4,2.59,5.78,62.10,0.34
0,5.00,7.49,16.54,0.68
1,5.00,4.92,77.78,0.38
2,5.00,5.87,27.42,0.36
3,1.92,5.99,141.74,0.85
4,3.51,5.63,62.20,0.34
0,5.00,7.65,11.93,0.72
1,4.03,4.77,81.67,0.29
2,4.54,5.75,29.28,0.39
3,2.67,6.19,143.34,0.84
4,3.99,5.55,60.76,0.41
0,5.00,7.58,9.55,0.81
1,4.90,4.93,77.05,0.32
2,4.69,5.61,27.05,0.30
3,3.32,6.08,139.70,0.83
4,4.69,5.47,60.00,0.40
0,5.00,7.74,10.74,0.86
1,4.28,4.75,81.99,0.38
2,4.92,5.69,29.62,0.22
3,2.80,6.11,135.04,0.82
4,5.00,5.32,59.53,0.44
0,5.00,7.85,9.56,0.93
1,3.88,4.63,80.57,0.39
2,4.62,5.72,30.49,0.17
3,3.14,6.06,130.29,0.72
4,5.00,5.40,59.73,0.53
0,4.35,7.88,7.86,0.97
1,4.31,4.53,80.41,0.44
2,5.00,5.72,29.88,0.11
3,3.77,5.92,128.86,0.77
4,5.00,5.37,57.21,0.50
0,3.90,7.98,9.96,1.00
1,4.73,4.56,77.65,0.38
2,4.94,5.52,26.43,0.17
3,3.87,6.00,132.49,0.87
4,4.90,5.32,56.31,0.41
0,3.13,8.05,5.00,0.98
1,5.00,4.39,80.47,0.37
2,4.18,5.41,22.93,0.17
3,3.43,5.89,131.22,0.90
4,4.46,5.22,60.18,0.38
0,2.40,8.12,5.00,0.92
1,5.00,4.57,82.75,0.35
2,4.88,5.33,22.57,0.17
3,3.75,5.79,134.03,0.93
4,4.03,5.34,59.51,0.45
0,2.26,8.32,5.00,1.00
1,5.00,4.61,83.80,0.34
2,4.94,5.29,27.21,0.11
3,3.36,5.69,137.65,0.87
4,4.17,5.48,63.48,0.39
0,2.37,8.42,8.44,1.00
1,5.00,4.80,81.78,0.30
2,4.37,5.48,31.06,0.05
3,4.33,5.84,132.92,0.87
4,5.00,5.53,60.24,0.48
0,2.27,8.32,6.73,1.00
1,5.00,4.77,78.67,0.32
