1,1.27,7.19,41.01,0.16
2,2.24,7.46,77.65,0.69
3,3.90,5.14,89.02,0.89
4,1.00,4.65,91.21,0.23
0,1.00,7.89,101.50,0.27
1,2.19,7.39,40.70,0.25
2,3.05,7.51,77.61,0.78
3,4.74,5.34,84.90,0.79
4,1.98,4.60,92.48,0.22
0,1.00,7.74,105.33,0.24
1,1.65,7.26,41.84,0.25
2,3.48,7.44,75.40,0.80
3,5.00,5.42,89.44,0.88
4,2.15,4.73,93.35,0.22
0,1.66,7.82,100.62,0.32
1,1.47,7.26,43.01,0.22
2,4.18,7.30,70.63,0.84
3,5.00,5.33,84.76,0.95
4,1.60,4.76,93.50,0.25
0,2.06,7.70,101.17,0.27
1,1.28,7.27,42.54,0.29
2,5.00,7.39,70.60,0.76
3,5.00,5.51,81.85,0.90
4,2.46,4.59,90.94,0.28
0,2.74,7.71,106.09,0.22
1,1.00,7.08,46.98,0.29
2,4.62,7.56,70.97,0.78
3,4.77,5.47,85.14,0.87
4,2.61,4.56,86.31,0.34
0,3.26,7.82,109.82,0.25
1,1.51,7.05,43.53,0.37
2,3.89,7.60,73.38,0.86
3,4.33,5.29,89.03,0.97
4,2.10,4.60,81.42,0.35
0,3.08,7.87,111.11,0.22
1,1.91,7.09,42.63,0.31
2,3.26,7.71,76.68,0.87
3,4.57,5.29,93.42,0.95
4,1.46,4.49,80.62,0.25
0,2.28,7.90,110.92,0.24
1,1.00,7.20,38.45,0.35
2,2.73,7.63,77.56,0.85
3,5.00,5.47,97.90,1.00
4,1.41,4.59,78.12,0.18
0,2.78,8.10,111.23,0.17
1,1.53,7.03,40.83,0.31
2,2.00,7.57,73.46,0.81
3,5.00,5.44,99.44,1.00
4,2.31,4.76,82.29,0.16
0,1.90,8.21,115.28,0.20
1,2.30,7.05,43.16,0.34
2,2.12,7.68,74.55,0.87
3,4.77,5.30,96.97,1.00
4,2.95,4.60,78.73,0.15
0,2.53,8.14,117.21,0.27
1,2.80,6.91,44.31,0.33
2,2.52,7.64,70.55,0.93
3,5.00,5.46,100.76,1.00
4,2.70,4.79,79.64,0.23
0,3.43,8.15,118.11,0.25
1,3.13,6.79,45.92,0.27
2,3.21,7.45,68.57,0.86
3,4.93,5.43,101.78,1.00
4,3.00,4.75,76.62,0.31
0,3.45,8.24,122.18,0.25
1,2.62,6.64,46.12,0.21
2,3.26,7.31,66.22,0.77
3,5.00,5.23,101.76,1.00
4,2.14,4.72,80.20,0.25
0,2.49,8.23,117.48,0.27
1,1.90,6.72,42.76,0.22
2,3.68,7.12,70.73,0.74
3,4.11,5.25,105.59,1.00
4,1.63,4.64,78.21,0.19
0,3.12,8.15,112.85,0.22
1,1.34,6.87,39.14,0.13
2,3.81,6.95,69.02,0.69
3,3.44,5.23,109.26,0.91
4,1.31,4.60,80.42,0.11
0,3.07,8.29,115.66,0.21
1,2.13,6.88,42.75,0.16
2,4.66,6.98,73.15,0.61
3,3.63,5.09,108.42,0.87
4,1.62,4.69,76.46,0.18
0,2.74,8.23,111.03,0.18
1,1.76,7.03,41.00,0.26
2,5.00,7.12,75.58,0.56
3,3.50,5.06,112.18,0.87
4,2.24,4.73,75.08,0.23
0,2.42,8.13,110.86,0.23
1,1.08,6.99,45.06,0.29
2,5.00,7.13,80.22,0.52
3,3.42,5.10,112.40,0.88
4,1.87,4.88,71.48,0.20
0,2.29,7.95,110.56,0.27
1,1.00,7.09,45.77,0.22
2,4.50,7.33,80.03,0.45
3,4.40,5.09,110.73,0.91
4,2.61,4.87,68.18,0.15
0,3.05,8.03,109.74,0.28
1,1.32,7.01,43.82,0.16
2,3.55,7.26,80.96,0.54
3,5.00,5.09,108.70,0.98
4,2.17,5.03,69.02,0.20
0,2.94,7.91,111.54,0.35
1,1.53,7.19,43.17,0.26
2,2.89,7.26,82.17,0.47
3,5.00,5.03,113.39,0.94
4,2.65,5.00,66.17,0.26
0,3.75,7.81,113.79,0.31
1,2.21,7.34,42.64,0.32
2,1.96,7.21,84.77,0.52
3,4.10,5.11,111.19,0.90
4,2.94,4.92,61.33,0.27
0,3.64,7.68,108.85,0.27
1,2.50,7.37,41.71,0.23
2,1.11,7.20,85.76,0.55
3,4.46,4.97,115.26,0.98
4,3.48,4.94,58.58,0.26
0,4.36,7.50,109.87,0.34
1,2.86,7.32,40.43,0.25
2,1.83,7.08,82.63,0.48
3,4.07,5.07,112.39,0.88
4,4.10,4.83,54.04,0.18
0,5.00,7.32,111.37,0.39
1,2.01,7.49,40.54,0.16
2,2.49,7.03,80.50,0.42
3,3.90,5.14,114.83,0.95
4,3.45,5.01,56.18,0.17
0,5.00,7.24,107.15,0.32
1,2.55,7.47,44.16,0.09
2,2.37,7.11,76.50,0.36
3,4.29,5.06,112.30,0.95
4,4.00,4.92,55.17,0.25
0,4.40,7.36,110.15,0.27
1,2.69,7.48,42.00,0.07
2,1.94,7.10,72.50,0.35
3,4.86,5.17,114.64,1.00
4,4.63,4.87,53.30,0.29
0,4.99,7.39,108.19,0.30
1,2.49,7.63,46.85,0.03
2,2.75,7.27,71.27,0.36
3,5.00,5.21,112.51,0.93
4,4.29,4.71,48.37,0.31
0,5.00,7.35,111.65,0.34
1,2.05,7.53,46.35,0.00
2,1.91,7.09,75.93,0.26
3,5.00,5.10,108.05,0.90
4,4.98,4.83,46.54,0.39
0,5.00,7.15,111.95,0.35
1,2.74,7.34,47.60,0.00
2,1.18,7.06,79.53,0.35
3,4.87,4.96,112.83,0.87
4,5.00,4.83,42.39,0.43
0,4.46,7.24,116.30,0.39
1,3.28,7.48,43.79,0.00
2,1.41,7.10,77.49,0.38
3,4.75,5.07,112.26,0.78
4,5.00,4.76,42.87,0.42
0,3.97,7.11,115.68,0.47
1,4.15,7.60,48.25,0.01
2,1.36,6.92,74.40,0.31
3,5.00,4.92,108.88,0.86
4,4.65,4.62,44.68,0.48
0,4.32,7.15,113.35,0.47
1,4.55,7.52,52.86,0.00
2,1.34,6.86,78.21,0.22
3,4.39,4.74,105.44,0.89
4,4.50,4.82,47.24,0.39
0,4.25,7.24,111.06,0.50
1,4.13,7.71,54.21,0.00
2,1.60,6.70,77.66,0.15
3,4.57,4.89,102.21,0.86
4,5.00,4.73,46.42,0.43
0,4.84,7.23,110.55,0.51
1,3.31,7.67,56.36,0.00
2,1.78,6.53,76.18,0.21
3,5.00,4.76,104.38,0.92
4,4.13,4.75,47.12,0.51
0,4.80,7.11,114.56,0.43
1,3.43,7.75,54.88,0.00
2,2.76,6.42,78.59,0.16
3,5.00,4.63,100.62,0.88
4,4.61,4.90,44.56,0.57
0,3.94,6.99,112.64,0.48
1,2.99,7.64,57.00,0.00
2,3.10,6.22,75.44,0.10
3,4.50,4.69,96.38,0.94
4,4.84,4.96,44.75,0.53
0,3.10,7.13,114.82,0.53
1,2.26,7.80,56.84,0.06
2,3.45,6.24,76.70,0.03
3,3.51,4.72,98.48,0.88
4,5.00,4.98,46.35,0.55
0,3.80,7.02,113.22,0.47
1,2.58,7.80,53.27,0.00
2,3.02,6.42,72.41,0.12
3,3.00,4.69,96.03,0.91
4,5.00,4.78,41.97,0.56
0,4.65,6.85,114.25,0.44
1,3.34,7.66,53.35,0.00
2,2.08,6.32,76.61,0.13
3,2.85,4.79,94.27,0.84
4,4.24,4.70,42.99,0.59
0,4.84,7.04,112.02,0.43
1,3.81,7.52,48.39,0.06
2,1.59,6.37,76.79,0.20
3,3.34,4.64,95.23,0.86
4,4.92,4.72,38.87,0.55
0,4.62,7.13,111.31,0.50
1,3.11,7.55,52.96,0.00
2,1.64,6.33,79.49,0.20
3,2.71,4.49,95.37,0.95
4,5.00,4.60,40.27,0.49
0,5.00,7.12,114.51,0.55
1,3.41,7.45,55.57,0.05
2,1.40,6.46,76.67,0.24
3,3.54,4.32,99.23,1.00
4,5.00,4.52,39.64,0.58
0,5.00,7.08,118.36,0.55
1,3.28,7.42,57.00,0.00
2,1.98,6.65,75.24,0.31
3,2.72,4.36,103.85,0.95
4,4.00,4.49,37.84,0.65
0,4.80,7.16,119.87,0.49
1,3.86,7.57,60.56,0.00
2,1.42,6.76,79.24,0.38
3,2.21,4.42,106.99,1.00
4,4.26,4.57,35.25,0.59
0,5.00,7.12,121.56,0.56
1,3.18,7.62,56.84,0.00
2,1.25,6.72,79.22,0.29
3,2.18,4.31,109.55,0.97
4,4.12,4.49,32.05,0.51
0,4.17,7.11,123.92,0.49
1,3.25,7.65,58.36,0.03
2,1.49,6.56,76.83,0.20
3,2.45,4.29,108.88,0.98
4,4.59,4.35,33.12,0.49
0,5.00,6.93,125.32,0.44
1,4.22,7.80,55.64,0.00
2,2.39,6.40,71.87,0.29
3,3.31,4.47,107.27,1.00
4,4.31,4.21,30.59,0.49
0,4.16,7.08,125.51,0.36
1,4.74,7.95,58.93,0.00
2,1.67,6.25,74.23,0.36
3,3.34,4.63,108.00,0.95
4,4.39,4.05,30.28,0.56
0,5.00,6.93,127.27,0.45
1,5.00,8.15,63.11,0.00
2,2.65,6.35,77.34,0.39
3,3.20,4.51,108.50,0.99
4,5.00,4.00,26.10,0.58
0,5.00,6.95,131.62,0.47
1,4.51,8.14,61.87,0.04
2,3.27,6.40,72.71,0.42
3,3.71,4.49,110.24,1.00
4,5.00,3.88,27.45,0.66
0,4.69,6.89,135.87,0.46
1,4.73,7.95,62.39,0.09
2,3.95,6.25,68.91,0.36
3,3.28,4.64,107.76,0.95
4,4.33,3.91,28.95,0.68
0,4.45,6.70,137.86,0.55
1,5.00,7.84,65.16,0.11
2,3.48,6.22,67.89,0.44
3,3.77,4.67,105.40,1.00
4,3.76,3.73,26.46,0.65
0,5.00,6.58,135.57,0.56
1,4.23,7.95,65.80,0.20
2,2.88,6.04,70.69,0.54
3,3.56,4.82,109.53,1.00
4,4.52,3.53,25.71,0.63
0,5.00,6.54,137.42,0.50
1,3.66,7.85,69.40,0.17
2,2.18,6.22,70.62,0.62
3,2.77,5.00,114.48,0.90
4,4.79,3.68,24.82,0.73
0,4.36,6.59,141.08,0.51
1,2.97,8.01,69.40,0.19
2,1.60,6.39,69.88,0.52
3,3.21,5.16,113.86,0.90
4,4.73,3.69,29.15,0.68
0,5.00,6.52,143.17,0.60
1,3.67,8.21,67.75,0.18
2,2.60,6.30,65.34,0.47
3,3.53,5.26,109.20,0.83
4,4.88,3.61,25.25,0.69
0,4.82,6.35,144.75,0.66
1,3.57,8.30,71.89,0.19
2,2.91,6.23,60.86,0.57
3,3.96,5.30,109.01,0.88
4,4.17,3.64,28.60,0.65
0,5.00,6.38,148.27,0.59
1,3.91,8.34,69.69,0.21
2,3.10,6.27,64.20,0.48
3,4.52,5.23,106.69,0.87
4,4.50,3.66,29.84,0.63
0,4.06,6.38,147.27,0.67
1,4.73,8.22,71.09,0.22
2,3.38,6.23,64.00,0.58
3,4.49,5.12,108.78,0.81
4,4.02,3.83,29.70,0.71
0,3.49,6.57,150.09,0.63
1,4.52,8.20,71.27,0.23
2,2.45,6.12,66.61,0.60
3,3.76,5.25,108.37,0.82
4,4.47,3.90,32.75,0.69
0,3.90,6.48,145.79,0.71
1,4.12,8.25,76.15,0.19
2,1.72,6.06,66.39,0.69
3,3.09,5.16,109.84,0.82
4,5.00,3.95,33.40,0.61
0,4.38,6.60,145.45,0.77
1,3.93,8.30,79.04,0.13
2,1.70,5.97,65.20,0.75
3,3.16,4.99,107.03,0.75
4,5.00,4.00,32.38,0.66
0,4.79,6.75,143.48,0.84
1,3.29,8.26,75.74,0.08
2,1.00,5.93,61.40,0.73
3,3.20,4.90,105.39,0.69
4,4.55,4.13,36.87,0.63
0,5.00,6.71,144.73,0.91
1,2.41,8.08,75.66,0.12
2,1.10,5.95,62.49,0.68
3,3.14,4.70,100.97,0.76
4,5.00,4.15,36.16,0.64
0,4.38,6.58,147.68,0.93
1,2.02,7.93,77.31,0.12
2,1.67,5.99,66.91,0.74
3,4.00,4.85,102.40,0.69
4,5.00,4.17,38.84,0.65
0,3.83,6.52,146.46,0.87
1,2.03,7.74,79.24,0.04
2,1.53,5.81,62.82,0.79
3,4.98,5.02,101.19,0.73
4,5.00,4.12,42.26,0.59
0,3.77,6.32,148.53,0.81
1,2.68,7.59,81.42,0.07
2,1.87,5.65,67.68,0.84
3,4.99,5.08,97.45,0.74
4,5.00,4.22,41.51,0.57
0,2.89,6.18,147.28,0.75
1,3.13,7.54,80.45,0.11
2,1.35,5.62,71.84,0.91
3,4.65,5.11,92.99,0.73
4,5.00,4.29,43.14,0.64
0,2.73,6.18,151.70,0.73
1,3.68,7.62,83.35,0.21
2,1.66,5.63,70.86,0.90
3,4.67,5.29,94.47,0.66
4,4.28,4.20,47.22,0.72
0,3.26,6.08,146.80,0.79
1,2.68,7.60,83.53,0.16
2,2.23,5.81,66.82,0.95
3,5.00,5.44,91.31,0.66
4,3.56,4.18,45.48,0.79
0,3.71,6.16,147.83,0.74
1,2.46,7.53,79.47,0.06
2,1.43,5.91,67.18,0.87
3,4.29,5.26,94.77,0.67
4,2.74,4.32,48.15,0.77
0,3.08,6.22,152.08,0.80
1,1.46,7.60,77.06,0.01
2,1.57,5.93,71.63,0.84
3,4.24,5.45,92.26,0.67
4,2.12,4.22,44.87,0.74
0,2.90,6.26,149.27,0.88
1,1.30,7.80,77.64,0.01
2,1.35,5.81,75.71,0.81
3,3.62,5.50,87.35,0.67
4,1.15,4.09,48.88,0.77
0,2.06,6.24,152.55,0.89
1,1.00,7.79,73.00,0.05
2,2.22,5.82,78.55,0.74
3,4.31,5.37,86.67,0.59
4,1.10,4.08,46.57,0.87
0,2.78,6.07,148.31,0.96
1,1.00,7.77,70.11,0.11
2,2.49,5.77,77.21,0.74
3,4.40,5.35,82.86,0.51
4,1.93,3.91,50.64,0.97
0,2.67,6.04,150.45,0.99
1,1.00,7.62,66.31,0.05
2,1.72,5.73,74.67,0.73
3,5.00,5.30,86.04,0.49
4,1.14,3.78,45.76,1.00
0,2.33,6.15,150.20,1.00
1,1.00,7.81,66.77,0.07
2,2.39,5.74,70.71,0.81
3,4.30,5.31,87.27,0.50
4,1.65,3.91,50.51,1.00
0,3.08,6.14,147.35,1.00
1,1.00,7.97,63.62,0.12
2,2.05,5.64,72.40,0.71
3,3.61,5.18,86.74,0.56
4,1.68,3.82,52.50,1.00
0,3.46,6.05,149.29,0.92
1,1.00,7.98,59.00,0.14
2,1.94,5.80,74.36,0.62
3,4.49,5.14,85.60,0.57
4,1.90,3.69,56.72,0.97
0,2.78,5.96,148.22,0.94
1,1.00,7.98,63.26,0.09
2,2.20,5.97,73.20,0.54
3,5.00,5.32,87.42,0.60
4,1.45,3.54,57.20,0.89
0,1.90,6.06,148.64,0.94
1,1.00,7.97,66.58,0.15
2,1.70,6.09,76.36,0.51
3,5.00,5.35,87.36,0.64
4,2.11,3.67,54.98,0.90
0,2.53,6.11,147.09,0.89
1,1.00,7.95,69.25,0.17
2,2.38,6.05,81.09,0.48
3,5.00,5.41,91.89,0.59
4,3.07,3.69,54.25,0.82
0,2.43,6.18,150.65,0.94
1,1.36,8.08,72.00,0.24
2,2.66,5.90,79.89,0.53
3,4.61,5.30,93.27,0.58
4,4.07,3.64,58.12,0.74
0,2.44,6.18,150.45,0.86
1,1.00,8.11,69.00,0.22
2,2.33,6.02,83.77,0.61
3,5.00,5.34,90.36,0.54
4,3.43,3.79,54.99,0.84
0,1.63,5.99,151.83,0.88
1,1.00,8.00,64.41,0.15
2,2.48,6.00,80.05,0.69
3,5.00,5.50,88.64,0.56
4,4.07,3.88,55.82,0.85
0,2.52,5.91,150.69,0.82
1,1.00,8.04,67.07,0.05
2,2.15,5.92,81.74,0.69
3,4.42,5.39,87.52,0.51
4,4.96,4.01,59.22,0.88
0,1.92,5.71,146.86,0.88
1,1.08,8.14,63.38,0.03
2,2.28,5.77,79.63,0.67
3,5.00,5.20,84.77,0.53
4,4.10,4.17,58.96,0.88
0,1.52,5.72,147.36,0.91
1,1.47,8.30,59.38,0.05
2,3.13,5.76,77.79,0.76
3,4.42,5.20,80.75,0.48
4,4.13,4.36,55.09,0.82
0,2.03,5.75,147.91,0.88
1,2.09,8.27,60.76,0.03
2,3.08,5.62,81.69,0.75
3,4.88,5.06,76.06,0.53
4,3.66,4.48,53.38,0.79
0,2.57,5.70,143.31,0.94
1,1.74,8.42,65.64,0.00
2,2.57,5.47,77.42,0.73
3,5.00,5.16,80.65,0.52
4,3.79,4.41,55.12,0.81
0,1.70,5.67,140.08,0.99
1,1.00,8.38,61.17,0.00
2,3.01,5.50,78.41,0.77
3,5.00,5.13,84.54,0.56
4,4.03,4.59,56.64,0.79
0,2.70,5.61,135.95,1.00
1,1.83,8.41,58.31,0.04
2,3.17,5.41,76.59,0.87
3,5.00,5.01,85.48,0.52
4,4.73,4.66,53.89,0.70
0,2.59,5.44,135.90,0.90
1,2.24,8.24,60.29,0.02
2,2.29,5.21,76.62,0.87
3,5.00,4.87,86.30,0.45
4,5.00,4.51,58.51,0.72
0,2.76,5.34,135.04,0.92
1,1.55,8.12,57.81,0.02
2,2.96,5.32,80.17,0.88
3,4.69,4.85,86.30,0.38
4,5.00,4.71,54.77,0.72
0,3.53,5.18,139.82,0.88
1,1.00,8.30,61.53,0.11
2,2.47,5.45,81.89,0.83
3,3.72,4.68,83.45,0.45
4,5.00,4.86,58.67,0.66
0,4.38,5.15,139.00,0.92
1,1.00,8.40,64.59,0.03
2,2.85,5.32,80.93,0.77
3,3.65,4.72,88.00,0.44
4,4.07,5.04,60.58,0.61
0,5.00,5.03,136.31,0.88
1,1.12,8.50,68.72,0.00
2,2.54,5.42,82.78,0.68
3,3.52,4.91,88.52,0.36
4,4.89,5.22,56.50,0.65
0,5.00,5.10,131.66,0.88
1,1.00,8.36,68.38,0.06
2,2.04,5.62,82.40,0.68
3,3.27,4.98,83.60,0.30
4,5.00,5.40,61.33,0.72
0,4.85,5.29,129.42,0.87
1,1.00,8.18,67.20,0.00
2,2.16,5.54,80.44,0.62
3,2.27,4.94,88.26,0.27
4,4.30,5.29,65.99,0.62
0,5.00,5.23,132.24,0.80
1,1.00,8.38,68.85,0.09
2,1.82,5.47,77.15,0.69
3,2.06,5.13,88.22,0.31
4,3.78,5.30,70.33,0.68
0,4.46,5.32,133.68,0.87
1,1.19,8.29,66.82,0.00
2,1.70,5.52,73.68,0.60
3,1.18,5.00,83.22,0.34
4,4.23,5.43,70.40,0.77
0,3.55,5.45,138.27,0.89
1,1.00,8.39,67.71,0.01
2,1.18,5.65,69.27,0.53
3,2.00,4.89,82.87,0.29
4,4.15,5.36,72.53,0.78
0,3.84,5.28,135.82,0.80
1,1.86,8.32,69.69,0.06
2,1.93,5.63,65.69,0.53
3,1.27,4.82,80.15,0.35
4,3.26,5.50,72.73,0.88
0,4.08,5.30,133.70,0.72
1,1.00,8.39,70.96,0.07
2,1.77,5.59,61.72,0.55
3,1.00,4.72,76.12,0.34
4,4.18,5.68,77.11,0.80
0,5.00,5.14,133.47,0.65
1,2.00,8.37,70.41,0.00
2,2.28,5.63,57.06,0.61
3,1.00,4.68,77.16,0.36
4,4.54,5.65,72.63,0.75
0,4.95,5.18,137.45,0.74
1,1.12,8.42,72.26,0.04
2,2.66,5.49,60.91,0.52
3,1.00,4.85,75.94,0.42
4,4.20,5.75,73.34,0.78
0,4.32,5.11,140.87,0.77
1,1.00,8.22,72.83,0.11
2,2.64,5.68,60.18,0.56
3,1.00,4.70,78.09,0.42
4,4.64,5.89,72.02,0.82
0,4.90,5.18,136.62,0.69
1,1.00,8.28,70.48,0.08
2,1.83,5.53,63.85,0.62
3,1.23,4.85,81.94,0.43
4,5.00,6.03,75.88,0.87
0,5.00,5.38,139.13,0.71
1,1.00,8.35,72.08,0.00
2,2.26,5.42,60.89,0.65
3,1.00,4.93,85.94,0.35
4,4.84,6.07,73.97,0.87
0,5.00,5.57,141.91,0.65
1,1.82,8.44,69.37,0.06
2,1.79,5.37,58.45,0.60
3,1.00,5.02,85.73,0.37
4,5.00,5.94,75.23,0.87
0,4.96,5.39,137.95,0.60
1,2.43,8.42,67.95,0.03
2,2.26,5.40,61.26,0.55
3,1.00,4.82,82.59,0.32
4,5.00,5.97,77.63,0.87
0,4.76,5.22,134.33,0.51
1,1.74,8.46,65.94,0.00
2,1.90,5.29,58.96,0.65
3,1.00,4.95,86.40,0.36
4,4.52,5.96,80.91,0.96
0,5.00,5.12,129.62,0.48
1,1.68,8.40,66.02,0.04
2,1.29,5.41,62.23,0.59
3,1.22,5.12,81.59,0.31
4,4.21,5.87,78.62,0.91
0,5.00,5.26,129.53,0.39
1,2.28,8.42,67.64,0.00
2,1.92,5.23,60.90,0.63
3,1.52,5.13,83.40,0.22
4,3.86,5.90,80.53,0.91
0,4.70,5.21,127.58,0.38
1,1.75,8.32,71.91,0.00
2,1.81,5.38,57.46,0.66
3,1.01,5.25,85.45,0.20
4,3.77,5.82,82.20,0.92
0,4.00,5.16,124.07,0.45
1,1.18,8.51,74.59,0.09
2,2.12,5.44,55.49,0.59
3,1.30,5.25,87.58,0.13
4,3.21,5.71,84.58,0.92
0,4.73,5.05,120.69,0.53
1,1.84,8.69,77.30,0.09
2,2.45,5.62,56.99,0.52
3,1.00,5.12,86.67,0.22
4,3.10,5.76,86.01,0.89
0,4.15,5.03,124.10,0.57
1,2.34,8.86,79.59,0.09
2,1.81,5.53,52.44,0.47
3,1.00,5.30,82.75,0.27
4,2.99,5.59,81.15,0.87
0,3.44,4.95,127.20,0.51
1,2.67,8.79,84.23,0.10
2,2.75,5.35,56.67,0.40
3,1.00,5.28,87.44,0.18
4,2.80,5.55,79.98,0.89
0,3.85,4.92,130.66,0.59
1,1.92,8.78,85.34,0.18
2,2.20,5.32,55.48,0.37
3,1.68,5.09,88.38,0.16
4,2.28,5.69,77.21,0.95
0,3.40,5.06,130.72,0.61
1,2.68,8.97,83.40,0.14
2,3.19,5.33,51.06,0.44
3,2.09,5.22,92.81,0.15
4,3.09,5.52,78.00,1.00
0,2.96,5.04,127.65,0.63
1,3.61,8.85,87.87,0.13
2,2.67,5.46,53.01,0.38
3,2.42,5.09,91.15,0.16
4,4.03,5.52,82.60,0.96
0,3.45,5.14,131.90,0.55
1,3.39,8.92,89.81,0.09
2,1.70,5.48,57.42,0.30
3,2.06,4.99,91.66,0.23
4,4.63,5.54,82.66,0.92
0,3.10,5.12,130.45,0.63
1,4.09,8.84,87.99,0.17
2,1.23,5.41,52.80,0.33
3,1.54,5.15,94.97,0.15
4,4.88,5.46,87.54,0.89
0,2.51,5.12,125.93,0.59
1,4.11,8.69,91.59,0.23
2,1.00,5.36,52.73,0.35
3,1.00,5.13,94.49,0.15
4,4.57,5.66,86.82,0.79
0,3.03,5.05,123.23,0.64
1,3.96,8.78,94.56,0.22
2,1.82,5.46,52.19,0.31
3,1.00,5.00,90.45,0.06
4,4.11,5.75,88.14,0.76
0,3.32,4.92,120.71,0.56
1,4.82,8.83,97.21,0.21
2,2.68,5.36,50.54,0.38
3,1.84,5.10,87.99,0.07
4,4.76,5.79,88.11,0.66
0,2.77,4.79,122.16,0.55
1,5.00,8.77,95.80,0.21
2,2.48,5.30,49.48,0.31
3,1.45,5.15,83.17,0.00
4,4.22,5.76,91.31,0.74
0,1.96,4.72,118.92,0.46
1,5.00,8.87,98.16,0.27
2,2.08,5.21,52.66,0.37
3,1.79,5.05,81.56,0.08
4,4.51,5.56,91.34,0.71
0,2.73,4.86,121.74,0.40
1,5.00,8.70,96.72,0.29
2,1.15,5.24,52.78,0.35
3,2.33,4.91,77.83,0.02
4,3.89,5.60,88.15,0.73
0,3.06,4.67,121.89,0.43
1,5.00,8.80,97.25,0.23
2,1.00,5.17,50.89,0.41
3,1.83,4.85,74.31,0.00
4,3.36,5.52,92.27,0.71
0,3.89,4.49,123.71,0.43
1,4.29,8.67,97.39,0.28
2,1.00,5.01,50.51,0.45
3,2.12,4.87,75.10,0.00
4,3.57,5.45,96.45,0.72
0,4.29,4.48,124.47,0.46
1,4.82,8.51,96.82,0.18
2,1.00,4.89,45.58,0.54
3,2.46,5.03,79.76,0.06
4,3.68,5.41,99.53,0.65
0,3.63,4.67,121.92,0.42
1,5.00,8.38,94.48,0.26
2,1.80,4.81,44.83,0.55
3,2.21,4.86,82.47,0.05
4,3.71,5.41,97.87,0.74
0,3.06,4.61,122.12,0.42
1,4.43,8.36,98.63,0.25
2,1.74,4.62,48.02,0.48
3,1.37,4.92,87.03,0.05
4,4.55,5.30,97.08,0.71
0,2.11,4.60,117.20,0.40
1,4.93,8.26,97.35,0.35
2,1.00,4.58,44.35,0.47
3,1.00,5.06,91.73,0.10
4,4.86,5.28,99.68,0.72
0,2.32,4.75,115.03,0.38
1,5.00,8.37,100.20,0.37
2,1.00,4.45,46.17,0.55
3,1.22,4.86,96.20,0.12
4,3.99,5.11,100.30,0.65
0,3.26,4.89,114.69,0.37
1,5.00,8.28,102.83,0.28
2,1.80,4.36,43.62,0.56
3,1.00,4.89,94.41,0.20
4,4.53,5.30,99.38,0.74
0,2.61,4.87,117.44,0.31
1,5.00,8.42,102.80,0.29
2,1.77,4.46,42.01,0.64
3,1.34,4.81,98.11,0.28
4,5.00,5.46,95.12,0.79
0,3.01,4.70,121.51,0.32
1,4.21,8.30,101.42,0.24
